index,review_id,review_comment_title,Primary Category,Secondary Category
63626,6d54227e49956e133edff225b0224bcf,Vou recomendar sempre,Positive,Positive
63682,fa9d5a1c77020b70be3067b6f0681822,otimo,Positive,Positive
63697,2dcfe832181e85d36843869786e16ef6,otima super recomendo,Positive,Positive
63725,75f04bff497e1d9a965d1270da44834d,*****,Positive,Positive
63828,fc906850133b4a339e3aad7b79dbfa7a,Não recebi até 28/04/20,Delivery,Delivery
63860,3f8f16e46dffd6c84ec8f54af593af32,Classe A ,Positive,Positive
63882,48566ae786a6a9f02ad76b31ce8e6a10,Ótimo ,Positive,Positive
63952,5a6d5e1d84fe206cb34471e377909a51,Bom,Positive,Positive
63975,a56ddc5c02d60021fdf4418b5dac0806,muito bom,Positive,Positive
63984,a4a39dfd5eb2ae841c19322ea4707a5c,super recomendo,Positive,Positive
63992,377945166e0e849efe16da428aba83ac,Execelente vendedor,Positive,Positive
64053,e71c2035f3e772a0a2339e001d383d8f,10,Positive,Positive
64077,e2af266b1f4fbb6c83353c334abaa815,Otimo,Positive,Positive
64085,362ab12f73458b47ea8625b3f3ddc6b8,Bom,Positive,Positive
64117,3bfd242734931be08263ab3f2ed2232f,TUDO CERTO,Positive,Positive
64118,839d24430635efff05f612e41b5d57ae,Mochila linda,Positive,Positive
64135,8a336e6e4fdf3de95192e7c1541bc32d,Ok,Positive,Positive
64223,f96ce0af774344ef10ccd28389ccb6d4,Ótimo ,Positive,Positive
64276,16f50abce3549a867f8274496cc7043d,Ótimo,Positive,Positive
64279,55e75349772296ce03638d94f56a2551,10,Positive,Positive
64306,114d53ad0a1f186cab2e1e6d03552cb4,Produto não entregue,Missing Items,Missing Items
64349,7b3c1e20765eebb9caa955906d4d4373,Muito bom!,Positive,Positive
64378,8e5cc237a254a1a50f8fed7d8185a49f,Nota 1000,Positive,Positive
64450,8ee966d431ef96f17778f52479a1d064,Super recomendo,Positive,Positive
64472,f95e8ef80e030773fa6dc3e418cc49a0,Produto inferior,Wrong Item,Wrong Item
64493,02d8f14900523eb1ef5b56607b002b65,Ótimo ,Positive,Positive
64495,b336e09c1eddc189073f89948a9a2ebc,Ótimo ,Positive,Positive
64512,d03b29f461363eef87d1807549bd6893,Satisfeito,Positive,Positive
64529,00f5932eae7cb506a3b431fe3a52c6ea,recomendo,Positive,Positive
64553,55ea998ab363be50a7aaba78a7866f44,super recomendo,Positive,Positive
64565,87048382e64891d1ae0fa67968a8f21e,RECOMENDO,Positive,Positive
64676,ac65a37e48cfe74d3cb66030969646ef,Confiável ,Positive,Positive
64750,d877d9c285fcff5fcfb1f765115edc67,Bom,Positive,Positive
64816,bffc7674623553b21e9452d1d6de02fc,Ok,Positive,Positive
64826,71d5fdcf2bd4b63f07344c8c8c536426,OTIMO,Positive,Positive
64827,708fe814b35cd854690e9827e4f02414,Bom,Positive,Positive
64860,ca617e8a7c49ee1bc639213d715886d6,Cumpre o prazo q promete,Positive,Positive
64898,e508fca0957abb00732b753744709263,Muito bom,Positive,Positive
64921,77059122fb28e466e377cd999482852c,Super recomendo,Positive,Positive
64953,55fbfe5a3fe7d8acd45fb2956ca2d0c5,Excelente produto,Positive,Positive
65005,84a44940157101edea56e296372e888e,Adorei o produto!!!,Positive,Positive
65031,60924c6f74d7ee502575b6e33d05e3cb,muito bom,Positive,Positive
65038,eec5196aa1c31f158a23cce8ec674a1c,super recomendo,Positive,Positive
65147,c5ddd339c7d3ecf56224d2a5cc53ab9f,Xxx,Positive,Positive
65207,1c00d40620cb4b127e2c46bd0db6568b,Compra bem sucedida!,Positive,Positive
65212,a216f13e2f5164bc4c274ac7d9b3be1b,Otima,Missing Items,Missing Items
65227,18faa7f99494ee68b62b14289fdd5a1c,Otimo,Positive,Positive
65236,21f99f672beeed963188233051226a2b,Plenamente satisfeito.,Positive,Positive
65249,25b34cee22699580ce70954d2ec9969f,******,Positive,Positive
65265,f392709422e30b3cf27e9163a630749c,Bom atendimento ,Positive,Positive
65307,5bc0807890ce805b69a9f2398593219c,Tudo certo,Positive,Positive
65365,dd1a679171d8305f52a1732f4eaa23a1,Ótimo,Positive,Positive
65377,585604441b5f0c1cf969cf26c5be9ff7,Ótimo ,Positive,Positive
65412,6256244e848045548f0961c46cdd8d0a,Recomendo,Positive,Positive
65423,591ac54694ffa26d890f8cf42863eb8f,Excelente loja.,Positive,Positive
65475,7c93b9d1885f030a2bfded1215ebb334,9,Positive,Positive
65502,103b3b51217b0a0baceddb8367d959a2,Super Recomendado,Positive,Positive
65531,8703985cb537ec4eed6d593fe1306fa3,recomendo,Positive,Positive
65562,38f2ce54b21bd103091e0b9419010b3d,Excelente loja,Positive,Positive
65574,b0e751c0a4d26a1c432124d55d506d3b,recomendo a loja,Positive,Positive
65576,03a2e9679955d4028fa5a854a6c8684d,Excelente,Positive,Positive
65592,c86e8179a793c440919fc814e1c7c719,Muito bom,Positive,Positive
65637,0240d5785bfdcc5caa52bcfafea3877d,Bom ,Positive,Positive
65656,13faa5e3f8cc9f04193d8e50ca0343ba,Muito bom,Positive,Positive
65668,e32ed565fa3530938fe12a026d130632,Ótimo ,Positive,Positive
65672,c0f3b7b72895a6af25f1103edf04d3dc,Recomendo sim,Positive,Positive
65697,d6efce12437d104a81ffc4bff59edc45,tudo 100%,Positive,Positive
65754,06066a6521377e1f309def855d9401ea,Muito boom ,Positive,Positive
65881,1aa17f1b2c11a3d309cbf243c3bb07c3,Muito bom,Positive,Positive
65892,514a7a90733b2f7dcc57f854580ff168,Exelente,Positive,Positive
65902,d5a8bb594021735a6f493ba61219ef6a,otimo,Positive,Positive
65903,d8af490e59da109d35baf20fd25d3b08,Recomendo,Positive,Positive
65906,91ee1b65e8c82862745c5a24b89c389f,Ótimo,Positive,Positive
65954,f3069f4671e3201171610cb3042c5527,Não chegou no prazo dado.,Missing Items,Missing Items
65965,e6b92fff3105f865d62cea67cde86326,Nota 10,Positive,Positive
65968,1c4080ec54a4084749b99079b2b56547,Muito bom ,Positive,Positive
66025,2a2d578b680b486b09f64bb9418f0059,Nota dez,Deffect,Deffect
66048,cf89013534b02a6c14d9186fb0f04760,Ótima,Positive,Positive
66068,82e494b46f4c38d5b6d2ba1b35bfaab3,botimo,Positive,Positive
66183,3615cebc8aca12f15f3929c428416079,"Muito bom, recomendo!",Positive,Positive
66202,c1939ef6b3f070233def0de8f0012c5a,Estou aguardando o produt,Delivery,Delivery
66255,65049b3676e6edc693a01151a64f7a47,Pedido: 01-68698482 de 21,Delivery,Delivery
66265,5972afa55e0bc9b8af0b30af161f774d,0,Wrong Item,Wrong Item
66287,4034d5929ee3bac7788ac2ccbd864bae,0,Wrong Item,Wrong Item
66323,5e98aace7b73cd3375c5946203e8a805,Recomendo,Positive,Positive
66331,b48fa5b99d79d8fccbd20c8e32395acd,Nao recomendo,Deffect,Deffect
66378,94bdd5b80eba7939ced7a9696482cf63,muito boa,Positive,Positive
66480,d0391b1d619709d21e29c2aa5a117b0d,Produto de boa qualidade ,Positive,Positive
66488,42c64f80580954841eaed4a1a5454dd1,BOM,Positive,Positive
66520,263177bbee6821e4d668a5a19d4bc7bf,positiva,Positive,Positive
66680,a8d9e7cf4c960e5ac80e1e849f543508,Bom,Positive,Positive
66716,d76518f8ef1e6495eab659b7f9b5995c,Ótimo qualidade exelente!,Positive,Positive
66748,6de1f3d0d05a4d3ce09973d070af9778,Muito boa,Positive,Positive
66791,fbc5d13d59e0650c6f1a128c51ab38aa,otimo,Positive,Positive
66827,cd9fcfc614912c51928cf12427229856,Muito bom ,Positive,Positive
66843,7d4ea8ad0480c2761984b6169b0f4091,Muito bom ,Positive,Positive
66853,60bffb7590c0e1f8d215e6dee78226ee,Produto,Positive,Positive
66884,26b881c0583b34abd4d101faf45f1424,10,Positive,Positive
66892,31d00a182eb00e442e11713954bf89cb,Muito bom,Positive,Positive
66927,711f62f20482b59fe5bd49b6f98bd9bc,Otimo vendedor,Positive,Positive
66967,4a9210c48ce90e869db6fcb5248a2952,super recomendo,Positive,Positive
66977,caa952145108d48cac66d1a700a77dc6,Bom ,Positive,Positive
66986,b6cf2e8e7ce483d86ec9b949109e90c9,Ótimo,Positive,Positive
67001,cf89cf129edd8c5fa00dcbc2bc2ea22b,Excelente ,Positive,Positive
67003,4619d9439a2981525943a5ab1b345574,Ótima empresa,Positive,Positive
67036,4b4a5fe9d6e72c68f8dd40329278f209,Ótimo ,Positive,Positive
67077,d9ab745c7b2b3def355af3f4d5f43365,Produto entregue!,Delivery,Delivery
67091,70d56c809784fbb82914e273fae2ba70,Tudo certinho.,Positive,Positive
67196,f25c49d9f6c0d0de06b3f5151b381b5a,excelente,Positive,Positive
67200,ecd8f29cc2b6f400b7f07bf1a3735359,Otima,Missing Items,Missing Items
67218,d904f35b3c1a0ff67030badb4d580159,Excelente,Positive,Positive
67245,c19e99d7f3ad187f5b6546323db3e05b,super recomendo,Positive,Positive
67303,ebdb46012fecc91f76d279c6c8de8312,10,Positive,Positive
67321,d3778c00a5a67fc0e120441d1aed90a7,Gostei muito!! 10,Positive,Positive
67336,d74f941915642a6cf14dd866cc0884f0,Super recomendo!,Positive,Positive
67394,f11f131d8d9b234bf7d280bb8213d406,Não recebi o produto,Missing Items,Missing Items
67424,75674bd25968d7b9303b48d9eb26b9f0,Ótimo ,Positive,Positive
67453,ced90610a0f8bfc1ffc2cd7de3eeeab1,Recebi somente um item,Company,Company
67464,d75113fa2182c2aaf785147b8ab5bebf,RECOMENDO DEMAIS,Positive,Positive
67495,17d22f3313443d290d8181e6bbbda1d4,satisfeito,Positive,Positive
67518,e0f1e97708a9ef77c48d2ef639bbf3c9,Super recomendo,Positive,Positive
67565,4349ce940e84a7415b77b91e11105d0b,Ótimo,Positive,Positive
67579,1405c1c146c6274eadbbb2cc310e44f8,ótima,Positive,Positive
67620,93f56163ce09b1fbf9caabe3126de41b,ENTREGA RÁPIDA,Delivery,Delivery
67641,f654142c72e7cd32fa10b2a02a6c9e15,Perfeito,Positive,Positive
67663,3a1b52757ab5b197d02daf0d8ca8ae32,Otimo,Positive,Positive
67737,2dd90fe4d4ca857c7469a13979069d6b,Muito bom,Positive,Positive
67756,799536a537f2cf19046078a345940104,Ótimo,Positive,Positive
67778,05b6cf47e5746812f2b66c6859ba380c,super recomendo,Positive,Positive
67794,3ce50724de2359f24852bebe0975d504,RECOMENDO.,Positive,Positive
67795,34da1fbee2cbe2c497124ae4df0a2139,super recomendo,Positive,Positive
67844,8dcd44c44dace34d2052722d4aeb003a,Bem tenhoqueteroproduto,Positive,Positive
67874,f64356c65d4433fb775be5bd4a0d7c26,OTIMO... ENTREGA RAPIDISS,Delivery,Delivery
67946,746c65dc4f84691b8bf47cb233f2c4be,Satisfeita,Positive,Positive
67992,f40df31d397e62a5234ece4de4268b9d,entregue corretamente ,Delivery,Delivery
67998,26b442a154f6a8930db0f47dffe43b73,A cor é diferente,Others,Others
68001,b83e05830d99df7462c431d41d95b299,Tudo OK.,Positive,Positive
68056,e8a7de56575f45bfff67b585209c037f,Prazo de entrega,Delivery,Delivery
68093,9fbbd4f28dccbe79e43b596a1f930aa7,Otima compra,Positive,Positive
68178,885644d868bd5cbeff8b83b32b0b81be,lindo,Positive,Positive
68205,8e43ee5c3915f1ab07f7226e109d2da3,ótima!!,Positive,Positive
68220,9a824ce609fa4c0f3a47634954c6c839,Mega Recomendo,Positive,Positive
68340,5b4a2fbbf46b26b9625be59a24d8ad89,Otimo,Positive,Positive
68391,3da8672d6183ea63b547ab7e5f5abc1b,Ótima,Positive,Positive
68445,1ba9322334e1e48ec7acd9d11994969f,Ótimo ,Positive,Positive
68464,36d2e7a4043440887eb9bd52cc0b09d2,Excelente,Positive,Positive
68518,81c2a7442abe9821bf503bf61fc0308a,Ótimo,Positive,Positive
68554,573be11118bdee01c38c31d27784f5e9,Muito bom,Positive,Positive
68619,ae421ec4dee949d66d0b34e9cfdc1903,sim,Positive,Positive
68655,9b02d82a9d9f46c59a0da0ba2836e8d0,Boa parceria,Positive,Positive
68731,ecc1b12b9f3225d0be0e5bd907de5502,exelente,Positive,Positive
68746,03b4819c717a923ee26b39aec3273cf5,super recomendo,Positive,Positive
68763,6fd6145e2587eb760ba07c3c397228f0,Super recomendo,Positive,Positive
68770,6e6b8d67a63936ed1ac394e5bc93298c,Otimo,Positive,Positive
68777,8a93dbd1fa144865b279458cadd89937,Excelente,Positive,Positive
68789,248316ad439dfb5a44a0a0cf5d52b34b,Pedido veio quebrado,Delivery,Delivery
68799,b4f074dd331e3b30be0b5dc76a7ae3fc,Muito confiável ,Positive,Positive
68817,2f8b6098e53b908d640e84b91f5650e8,Muito boa ,Positive,Positive
68876,dffc7b09753e0012ae620c7305b19932,Boa,Positive,Positive
68902,4de9c58081260170d4cb45081e8df713,Ótimo ,Positive,Positive
68912,17ca05032700012a11d694bbee1803b3,Bom,Positive,Positive
68950,2aec69012e44d3879159a01d64403786,Lindíssimas,Positive,Positive
68961,3f32c57359326d351f3ab5e624a3403c,rasuavel,Positive,Positive
68963,97caa6cc26973cb296b16435d6b63712,Recomendo a compra nessa ,Positive,Positive
68978,388fbf51a2737e85746be6da22543926,recomendo,Positive,Positive
68993,e0c0b8342e4353b9dd2307ad4f3aafc5,super recomendo,Positive,Positive
68998,d5dedbae079a1b882eef25e0c1ac88ad,Nota dez,Deffect,Deffect
69014,66b705815e9970a73351e2c240c6f69a,recomendo,Positive,Positive
69052,f78155b55c33bb7adb21d838fcfcbf85,Saia para cama box king,Others,Others
69090,e61a8dcd8e87cea39fc1282901d9977d,Ótimo,Positive,Positive
69128,ab72a42e8fcc2ca059eaeca87486a8e2,Ótimo,Positive,Positive
69184,3716b631e340f9b637561eb1a11aa8a0,Atraso na entrega,Delivery,Delivery
69213,0eab328ba75b8e1701ad5aeb81baac44,Tudo certo!!!!,Positive,Positive
69233,d7ce960a75394e28dfbb839164db24ce,Ótimo antes prazo,Positive,Positive
69237,5f78ff9826cadab6b7550a1718d1b978,Muito satisfeito ,Positive,Positive
69277,e3e39c888a831603406eed7cc454358d,Entrega no prazo!,Delivery,Delivery
69296,e000ac24d1f389ad174e93f3b514bc14,BOM,Positive,Positive
69300,a7becfc2b4b236a9852b09c7253267fb,ENTREGA MUITO ATRASADA,Delivery,Delivery
69406,f31a9c2cd715bcbc120042d029709254,Muito Bom,Positive,Positive
69431,c643edec461149308c62c9885f3780d8,Ótimo! ,Positive,Positive
69446,a1a7e298cf848d21ba01b661092700b5,Ótimo,Positive,Positive
69475,f374fe11ad7189b6a30e5268f28aa88e,recomendo,Positive,Positive
69485,242c26ba07e4ff012321d1fe0fd2aa68,razoável,Positive,Positive
69506,0217086a1d035de0928c7e7fe9874db8,Ótimo,Positive,Positive
69550,2c12c09830ff191c03071f3f0a8bdb5c,8,Positive,Positive
69596,7cea2219f45d45aad2b3645cfafd56bd,Muito Bom,Positive,Positive
69609,a09abce17f2bc65eb9bd2f1fc03c0d84,Tudo ok!,Positive,Positive
69614,d092956a495203c859e3646fbc41f09a,10,Positive,Positive
69659,742a9d756e32c3fa2973d78c4e82ddaa,recomendo,Positive,Positive
69672,1b03617a6e6f2f0372bae14b6663cd08,recomendo,Positive,Positive
69674,e25c81aa0eee460b1d12501c7b928c09,Tudo certo!,Positive,Positive
69691,ef7275d190293455b245e0322b0558a2,Muito bom ,Positive,Positive
69707,5d5fc3469a301224faba3904899d3964,otimo,Positive,Positive
69730,9c6b7d45ba2e2e29df35a8d6b3f67a11,Otimo,Positive,Positive
69749,92b351dc56fa3ba0f53d11dd2ffb0e72,8,Positive,Positive
69793,dc7a14d3e1984bfc11b484b841697096,Não quero avaliar,Deffect,Deffect
69811,37642b7ee4bc2e6a33d9649e4a5cbb9c,Entrega rápida,Delivery,Delivery
69821,ebae4fd2a9e63be15da7488471eccfe1,Ótima,Positive,Positive
69920,6fc4cf8ce41392abf448dc3214e34dfc,Ótimo ,Positive,Positive
69939,8773abe1712735081a77ed9fa2e40d9f,bom,Deffect,Deffect
69954,dc8d180bb1ae7ddda2e90ed68dd99b00,Excelente ,Positive,Positive
69982,c608100b7cd5d0116f98c82f54f1c734,super recomendo,Positive,Positive
70005,fb313f1f7f4fed494e189ad5f55ef705,Muito bom,Positive,Positive
70052,bf92a4a7f9e22605653eb8cd023a06a5,Recomendo,Positive,Positive
70061,963b345373b73d7658098892570add9d,Ótima ,Positive,Positive
70065,194e10a71dc479e70b2086e8224af9eb,Ótimo!,Positive,Positive
70076,b6c6de4b296b7059f97af2294a10ec67,Ótimo ,Positive,Positive
70078,70b9d04516f0a77d01a5338820ec2093,Excelente!!!!,Positive,Positive
70119,48fd68d249ad405bd0c3a8bc16184ce2,Muito boa,Positive,Positive
70124,7c03b03696490ab957ffe55b812d436d,bom,Deffect,Deffect
70126,387d05a5e88b9588035896c3ea686d61,excelente,Positive,Positive
70155,89103e833e2c8c31a0271e092963d585,Super recomendo,Positive,Positive
70230,ee3b0b7cf0a33164c677b338b9e0631c,Muito bom!!!!!,Positive,Positive
70257,923fa21aa2dcdc6ade9041f05313d64c,Recomendo,Positive,Positive
70333,23cd315d5bed6d2a2297ad14fdedb7f4,Confiança,Positive,Positive
70338,4f2fc0e77cca98b0a71ef0abb2b23444,Super recomendo!,Positive,Positive
70402,c61963c8a1594aa72f01686ab0282074,RECOMENDADO,Positive,Positive
70425,5eedda4c64de679cfc3a7141ce8874f8,Indico ,Positive,Positive
70440,5fa37cc2ea14f6cc6dbca63680a27f75,Boa,Positive,Positive
70442,8c3f54a1cfff854a89b86fb63abd2cdc,10,Positive,Positive
70448,52336e203833e82b72d43579850c2c57,Muito bom !,Positive,Positive
70481,6d018edd90af718118c3d525167b4bcb,recomendo,Positive,Positive
70495,a43f91f7368031022a46dd220d5ecfc5,Ótima,Positive,Positive
70509,a7f429b36c9c6b489a4ea60ac6055f6e,Muito bom,Positive,Positive
70596,641608e20de084d44494bada0ee47ec0,Muito bom ,Positive,Positive
70607,ca59740f42b644cb5d6aadcad4e54a81,Produto não recebido,Missing Items,Missing Items
70697,e36522674058db6dc0bea1ffbb452506,Entrega ,Delivery,Delivery
70759,4c873fc7fcb2966d39b86a1a31474f8b,Excelente compra e entreg,Positive,Positive
70794,97c61e5b145bd3c5e75ec98091830efc,Ótimo atendimento,Positive,Positive
70810,82eb0fb7d5120d03fa88be020ba9f513,Entrega rápida,Delivery,Delivery
70829,fcf1442c0edb537490b6bbbf8bd0e044,Muito boa,Positive,Positive
70830,8cca2a15d15c5d1d81486c72bf99bed4,RECOMENDO,Positive,Positive
70851,dd5fac3c4cbf71a90c5582b6d86cb6bd,ZMA,Missing Items,Missing Items
70857,d069d02e828455eacb8e9994e956d9cf,Muito boa,Positive,Positive
70892,25cf23110cd00aa5d30744f2b0b84b03,Achei muito frágio..,Deffect,Deffect
70934,5f43f81ad4edb57b8796aa67aa43c702,Bom produto,Positive,Positive
70962,c5c9c4300db4c041b2e473302d9e610f,Tudo certo,Positive,Positive
71012,17fc4d49e104e69d7198ae00cc314ba4,recomendo,Positive,Positive
71040,180dd7dddb9ec1a052ae5b8ebfcf3318,muito bom,Positive,Positive
71054,2aa9362cb7dc38d0c397945984ba4b25,Perfeito em tdooo,Positive,Positive
71134,b757b5bfb2cce1c1949b0f24be86d8e0,Rapidez na entrega,Delivery,Delivery
71144,f0fbe998bd453d0bdab28806f9a0ba1f,10,Positive,Positive
71243,4317644f1a45ab2ee805188c3c9d3bd1,Ótimo ,Positive,Positive
71274,97b3b3af9432ab23212425d8ac1db551,Super recomendo,Positive,Positive
71281,7e773a4ec53bded9c0f69a5386ceb595,Não recomendo,Deffect,Deffect
71290,f75015df827f202eec54f3feac18853c,Gorro,Missing Items,Missing Items
71298,3e1ca8d492e09887862b294346ec7bb5,Arara,Positive,Positive
71302,853819599f18f41524b2dfdad56fdd7d,Bom,Positive,Positive
71319,8b6d52f980d1d900b035771264c78d9b,Entrega antes do prazo ,Delivery,Delivery
71383,20d8af8e287cb910026b225c15d8c6ba,+,Positive,Positive
71542,6cce262dc88fe8d004207246fe146294,Amei!Lindo!,Positive,Positive
71578,3bc33a83f04f39c04aa6097bfdabf5bb,Super recomendado,Positive,Positive
71592,fe58f5966eeafde057379eb64baa729a,Recomendadissímo,Positive,Positive
71665,1317d68d73e0c9462c0432ab408c5783,Top,Positive,Positive
71681,f6fed510abc467ddcc3463bd06a8c4e7,A pelicula nao chegou,Missing Items,Missing Items
71686,2e7cf831c0e9cc6e5e99b8e1c50a6182,excellente,Positive,Positive
71689,9afd160ca68dac6dc38317da96e3a283,Ótimo,Positive,Positive
71716,b48927abb9891dd7e79f1564b9f56bc2,4,Positive,Positive
71729,723435731f6c76705f69fd3f42709bda,2,Positive,Positive
71738,684100e32e9d790233b7314b745ba71d,Super rápido,Positive,Positive
71780,fe655e924c70b836434e6f42cf7e5e1e,Muito bom,Positive,Positive
71885,9424c40b874811e23520ec92256cacd7,Ótimo,Positive,Positive
71919,fd8b9801f9999709e83205cc140961c4,Excelente!!!,Positive,Positive
71928,579bffe7330fcb668d718b6559b3fcfd,Exceção ,Positive,Positive
71986,caf10f6e0393abadc1365834503fcdc7,Muito bom,Positive,Positive
72040,80f897ea7ff4a5ec81a6faef2dcb7cea,Muito bom ,Positive,Positive
72081,dac10750804258eac8498fa2ad8c5947,Excelente ,Positive,Positive
72116,08f305558d829d58560e67dce046c0d1,Produto Perfeito,Positive,Positive
72140,b197e6d9f6980e5814e29303f9e07bad,Ótimo!,Positive,Positive
72254,b592add1059eba9cf1f1d855e6501378,Ótimo,Positive,Positive
72289,7161b4cdcd50664890fdcc80d6116dcc,Ótima compra,Positive,Positive
72312,7d9105cb35f0dc51d16c3b4639726bb9,Recomendo 100%,Positive,Positive
72335,324f719a599fd47fc3cdb7d0ac621212,Ótima ,Positive,Positive
72379,98a8b2f7fc9342277c53d4f710045c8d,Bom ,Positive,Positive
72397,bcf299f827ce948bc714d70bf959fb54,Excelente,Positive,Positive
72408,aa903b187b4789faad7a29377cf9cac4,Bom,Positive,Positive
72409,e99c14c8c4891530a9a53fd83fcef4c2,Recomendo,Positive,Positive
72436,770f2bdbdcffce5a338c3968ac96876a,bom,Deffect,Deffect
72563,3d21057cae2bfb9d089a039478bb1518,Ótimo.,Positive,Positive
72583,68052ecc57d73ef23404325ec7b7c087,Muito bom,Positive,Positive
72593,4afcb3aefb897c551eb332cd849eae2c,Parabéns! ,Positive,Positive
72602,d15decf8ca54ae0c44adff8c30dd0d5c,Ótimo ,Positive,Positive
72710,ca8da5230ae7af44d96b5b6d64b8340a,Super recomendo,Positive,Positive
72753,c753d0c317b4ffa6320ef5003ad24ffd,avaliaçao positiva,Positive,Positive
72776,70136a6a9bad184afaa7899869fec7be,Produto correto. Entrega,Delivery,Delivery
72832,ffd061a16dbfd7885b6d1764e1972b5b,Excelente,Positive,Positive
72850,7fa6157712da4e11a9fc40af1406f5cd,Ótimo ,Positive,Positive
72923,c79abf25358bfa951ed1bd0fb69c48a0,Muito bom,Positive,Positive
72951,8f39e6392d79998be3dde9214e1e97d4,Correto ,Positive,Positive
72973,306898f65876037a9856a06141df2f1b,Bom ,Positive,Positive
73073,806553e9762ac9c821743131722a749f,recomendado,Positive,Positive
73109,699b6369c2375ed0249976bb6047fda2,satisfeito,Positive,Positive
73118,fc3b0ba267161a7692eeb7e320eba117,Recomendo ,Positive,Positive
73155,8ea6b221a5c1ef39ce3e0d2011aec396,Atraso na entrega,Delivery,Delivery
73181,6cc57f7379262abc0a2d0f6cd367ecd9,super recomendaddo,Positive,Positive
73187,248323fb4cbed00d93c9b340ccc4fde6,Recomendo,Positive,Positive
73221,ed1f62745a936b2d66bc1f0f5f69578d,Ótimo ,Positive,Positive
73240,64604babcfc4ae62d12f3fdcf632d586,EXCELENTE SITE P/ COMPRA,Positive,Positive
73278,0a572832b328864639ae0d2a44b18ded,gostei,Positive,Positive
73290,1c631d16f7740b91b41afb0d9036c423,bom,Deffect,Deffect
73297,92fee59d668af57190bd18b054a75518,otima,Positive,Positive
73316,1cbe499ff5e4d13798b0a89229364d2a,Ruim. Veio o rosa e pedi ,Delivery,Delivery
73387,2e075c46b3b9abee63dd10ece9f6f9e5,Excelente,Positive,Positive
73395,1f53156e3b076448e0299a1c6f5b0faf,MEGA RECOMENDO,Positive,Positive
73517,f542d0ff698f5272fbd13deca2349582,Excelente ,Positive,Positive
73534,2f078185b6d35977d92b042d455081f6,Super ,Positive,Positive
73541,a88fe5d1526c66f14ca4e0c85c456869,Recomendo,Positive,Positive
73564,c360b3fa2ccf6e8d5f7eb994b3adfc22,Otimov,Others,Others
73569,74f5062ab583c0799c6b226dd0e46dea,Muito bom ,Positive,Positive
73613,227264472df0425a420391686b7ca8ee,Material de otima qualida,Positive,Positive
73672,7116abd52a985259fc263546b9f024ed,super recebimento,Delivery,Delivery
73720,2c10461be0c908412dcfa7c12ffca190,Ótima ,Positive,Positive
73723,f87df95b1e511bb17a58f3fb3ac3c03c,Ot,Positive,Positive
73728,b3341e23331e9ddaf603970e93b0539b,Recomendo,Positive,Positive
73780,b08af252154a4ec37439f834ccaba31c,Recomendo ,Positive,Positive
73801,b037eacc228839b060b885d8a2bcc50e,Rápido e Excelente,Positive,Positive
73835,34aea04d21273140bbf1c33fbab0862b,Super recomendo,Positive,Positive
73865,87c123d6a8c7f20c4838979bbff5ff22,Recomendo!!!,Positive,Positive
73890,ac43c700a9ad72e6733cded0e50f2554,SUPER RECOMENDADO,Positive,Positive
73921,989d142eb0b67da1e7942fdfa9a92cc6,Muito bom,Positive,Positive
74000,4ec26ca98a8972a4e8ea4d0291cd8703,Ótimo ,Positive,Positive
74027,0857872f03ef22e3dbe8391c4dd331f6,Não foi entregue ,Missing Items,Missing Items
74036,c07419c64030c57fe38d39f4fbb4d913,Exelente produto.,Positive,Positive
74038,aea90a9071225edf8c43d9aaf89279a5,Bom,Positive,Positive
74111,505bdddb010fa846e3217c0155e05a50,Excelente,Positive,Positive
74120,602415a426937af2fe15ccba35424e52,rapida entrega ,Delivery,Delivery
74133,03b50f01b93da70eedf67b56e39feb93,Bom,Positive,Positive
74151,8b11334bffa40cc85226eb93801f135c,quatro estrelas,Positive,Positive
74158,75fee0da00c70de5a357ea08a5d45987,Muito bom.,Positive,Positive
74167,f4ab13f3f5bcdc5fd5bd65a6f8eb5aa3,Linha de peça,Delivery,Delivery
74216,b155282fc702fc2133c97001599f2d2e,Bom ,Positive,Positive
74223,8605482b9bd2fc682c37958c5bb368c8,Bom,Positive,Positive
74310,fa93ccb6be83a4fe024c7bb36558fd95,Excelente,Positive,Positive
74379,d450005680d4fb824e06a0972dbe2d25,Qualidade perfeita ,Positive,Positive
74409,7a7f4815533e7ee0ba05f5bdaf0b84b5,recomendo,Positive,Positive
74419,5d60b0e6424f8bcf5f04c3a2e71d9c43,Muito boa,Positive,Positive
74424,576b6ea7757b60968c53432035e76a7b,Bom,Positive,Positive
74436,3fa2a3568c29ea42966581856164a144,10,Positive,Positive
74508,26c82f91e0ca6a541ff6ccf9df3cdb7d,Super recomendo,Positive,Positive
74517,e62b75cdc1bab5182f327f27cbae2c01,*************************,Positive,Positive
74565,dab07cb4ed599e07fb2ac5811a650e88,2,Positive,Positive
74637,f966bc0b36c31b258079acf6bdbafcb1,Recomendo totalmente,Positive,Positive
74645,ae1d1add3de43e99315baa07a9be75df,Excelente. ,Positive,Positive
74652,3738cd74ee155919bc945a1285150f1c,muito bom,Positive,Positive
74728,794e132391ca5fb28a87e7220ae7b0ff,Regular ,Positive,Positive
74785,0b5ee5955a27cf436f2c69c32e95f5b6,avaliação do vendedor,Company,Company
74787,fff16f1d24ddb73c98aef7b30a10bd59,exelente,Positive,Positive
74819,fc28885f8226b2171300495141994637,Bom,Positive,Positive
